MJ03,MJ06,MJ05,JAAC001,JAAC002,JAAC003,JAAC004,JAAC005,JAAC007,JAAC008,JAAC009,JAAC010,JAAC011,JAAC012,JAAC013,JAAC014,JAAC020,JAAC021,JAAC022,JAAC023,JAAC024,JAAC025,JAAC026,JAAC027,MJ07
12100041,2,1,1,24,1,1,1, , , , , ,3,3,1,1,1,201010,1,5,2,6,7,1
12100049,1,1,1,28,2,1,1, , , , , ,4,4, ,1,1,201504,1,5,3,6,7,1
12100049,1,3,2,26,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
12100049,2,2,2,65,2,1,1, , , , , ,4,4, ,1,1,198109,1,5,3,6,7,
12200035,1,1,1,38,1,1,1, , , , , ,3,3,1,1,1,200003,1,5,2,6,7,1
12200037,1,1,1,46,2,1,1, , , , , ,3,3,2,2,1,199008,1,5,3,6,7,1
12200037,1,2,2,8,2,1,22, , , , , ,3,3,2,5,3,      ,0,6,3,6,7,
12200037,2,3,2,42,2,1,1, , , , , ,4,4, ,1,1,199205,1,5,3,6,7,
12200039,1,1,1,45,1,1,1, , , , , ,3,3,2,1,1,199412,1,4,3,6,7,1
13000231,1,1,1,53,1,1,1, , , , , ,2,2,2,1,1,198710,1,5,2,6,7,1
13000231,2,2,2,37,1,1,1, , , , , ,4,4, ,7,1,199901,1,5,2,6,7,
13000235,1,1,1,46,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,3,7,1
13000235,1,2,2,74,1,1,1, , , , , ,4,4, ,1,1,198006,1,5,3,6,7,
13000237,1,1,1,27,1,1,1, , , , , ,3,3,2,2,1,201211,1,2,2,6,7,1
13000238,1,1,1,          , ,  ,1, , , , , ,4,4, ,1,2,      ,0,6,3,6,7,1
13000238,1,2,2,60,1,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,2,7,
13000239,1,1,1,53,1,1,1, , , , , ,2,2,2,1,1,199107,1,5,2,6,7,1
13000240,1,1,1,45,2,1,1, , , , , ,3,3,2,1,1,199408,1,5,3,6,7,1
13000241,1,1,1,32,1,1,1, , , , , ,4,4, ,1,1,201007,1,5,3,6,7,1
13000241,2,2,2,39,1,1,1, , , , , ,3,3,2,3,1,199612,1,5,3,6,7,
13000243,1,1,1,43,1,1,1, , , , , ,4,4, ,1,1,199108,1,5,2,6,7,1
13000243,2,2,2,60,1,1,1, , , , , ,3,3,1,3,1,197801,1,5,2,6,7,
13000245,1,1,1,29,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,3,7,1
13000245,1,2,2,38,1,1,1, , , , , ,4,4, ,1,1,199612,1,5,3,6,7,
13000246,1,1,1,37,2,1,1, , , , , ,3,3,2,1,2,      ,0,5,2,6,7,1
13000246,2,2,2,24,1,1,1, , , , , ,3,3,1,7,1,201607,1,5,2,6,7,
13000247,1,1,1,37,1,1,1, , , , , ,4,4, ,1,1,201210,1,5,3,6,7,1
13000247,1,2,2,22,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
13000251,1,1,1,40,1,1,1, , , , , ,4,4, ,1,1,199501,1,5,2,6,7,1
13000251,2,2,2,47,2,1,1, , , , , ,3,3,2,1,1,199008,1,5,2,6,7,
13000254,0,1,1,          , ,  ,1, , , , , ,4,4, ,1, ,      ,0,5,2,6,7,1
13000254,1,2,2,63,1,1,1, , , , , ,4,4, ,7,1,200807,1,5,2,6,7,
13000254,1,3,2,69,1,1,22, , , , , ,3,3,1,7,3,      ,0,6,3,6,7,
13000254,1,4,2,44,2,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
13000257,1,1,1,65,1,1,1, , , , , ,4,4, ,1,1,198709,1,5,2,6,7,1
13000257,1,3,2,59,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
13000257,2,2,2,48,1,1,1, , , , , ,4,4, ,1,1,198706,1,5,2,6,7,
13000260,1,1,1,54,1,5,3, , , , , ,3,3,2,7,3,      ,0,6,3,3,7,1
13000260,1,2,2,31,1,1,1, , , , , ,4,4, ,1,1,200408,1,5,2,6,7,
13000261,1,1,1,28,1,1,1, , , , , ,2,2,2,1,2,      ,0,5,3,6,7,1
13000263,1,1,1,9,2,26,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,1
13000264,1,1,1,16,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,1
13000265,1,1,1,31,2,1,1, , , , , ,3,3,2,1,2,      ,0,5,1,6,7,1
13000265,2,2,2,43,1,1,1, , , , , ,4,4, ,1,1,199203,1,5,2,6,7,
13000266,1,1,1,70,2,1,1, , , , , ,4,4, ,1,1,198010,1,5,3,6,7,1
13000266,1,2,2,21,2,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,2,7,
13000267,1,1,1,47,1,1,1, , , , , ,4,4, ,2,2,      ,0,5,3,6,7,1
13000267,1,2,2,44,1,1,21, , , , , ,3,3,2,2,3,      ,0,6,3,6,7,
13000267,1,3,2,19,1,1,22, , , , , ,3,3,2,2,3,      ,0,6,3,6,7,
13000267,1,4,2,37,1,22,22, , , , , ,3,3,2,2,3,      ,0,6,3,6,7,
13000268,1,1,1,68,1,1,1, , , , , ,2,2,2,3,1,196001,1,5,2,6,7,1
13000269,1,1,1,59,1,1,1, , , , , ,4,4, ,1,1,197507,1,5,2,6,7,1
13000269,2,2,2,43,1,1,1, , , , , ,3,3,2,1,1,199506,1,5,2,6,7,
13000269,2,3,2,4,1,1,22, , , , , ,3,3,2,5,3,      ,0,6,3,6,7,
13000270,1,1,1,21,1,1,1, , , , , ,4,4, ,1,1,201312,1,5,3,6,7,1
13000270,2,2,2,53,1,1,1, , , , , ,3,3,2,1,1,199111,1,5,3,6,7,
13000270,3,3,2,39,1,1,1, , , , , ,4,4, ,1,1,199505,1,5,3,6,7,
13000271,1,1,1,40,1,1,1, , , , , ,3,2,2,1,2,      ,0,5,1,6,7,1
13000273,1,1,1,27,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,1
13000279,1,1,1,24,1,1,1, , , , , ,4,4, ,1,1,201105,1,5,3,6,7,1
13000279,1,2,2,24,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
13000279,1,4,2,62,2,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,5,7,
13000279,2,3,2,25,1,1,1, , , , , ,4,4, ,1,1,201003,1,5,3,6,7,
13000282,1,1,1,70,1,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,3,7,1
13000282,1,2,2,57,1,1,1, , , , , ,4,4, ,1,1,198106,1,5,2,6,7,
13000283,1,1,1,31,1,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,3,7,1
13000285,2,1,1,30,1,1,1, , , , , ,3,3,2,3,3,      ,0,5,3,6,7,1
13000286,1,1,1,36,1,1,1, , , , , ,4,4, ,1,1,200907,1,5,2,6,7,1
13000286,2,2,2,35,1,1,1, , , , , ,3,3,2,1,1,201110,1,5,2,6,7,
13000287,1,1,1,29,1,1,1, , , , , ,4,4, ,1,1,201208,1,5,2,6,7,1
13000287,2,2,2,27,1,1,1, , , , , ,3,3,1,1,1,201003,1,5,2,6,7,
13000287,3,3,2,35,1,1,1, , , , , ,4,4, ,1,1,200005,1,5,2,6,7,
13000292,1,1,1,33,1,1,1, , , , , ,4,4, ,7,1,200902,1,5,3,6,7,1
13000292,2,2,2,41,1,1,1, , , , , ,4,4, ,7,1,201406,1,5,2,6,7,
13000292,2,3,2,70,2,1,22, , , , , ,3,3,1,7,3,      ,0,6,3,6,7,
13000292,2,4,2,64,2,1,22, , , , , ,3,3,1,7,3,      ,0,6,3,6,7,
13000293,1,1,1,38,2,1,1, , , , , ,4,4, ,1,1,199610,1,5,3,6,7,1
13000293,1,2,2,10,2,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
13000293,2,3,2,49,1,1,1, , , , , ,4,4, ,1,1,200901,1,5,3,6,7,
13000293,3,4,2,49,2,1,1, , , , , ,4,4, ,1,1,198507,1,5,3,6,7,
13000294,1,1,1,78,1,1,1, , , , , ,3,2,2,2,1,196911,1,5,2,6,7,1
13000295,1,1,1,35,1,1,1, , , , , ,4,4, ,1,1,201601,1,5,2,6,7,1
13000295,2,2,2,47,1,1,1, , , , , ,3,3,2,1,1,198710,1,5,2,6,7,
13000295,3,3,2,45,1,1,1, , , , , ,4,4, ,1,1,199006,1,5,2,6,7,
13000296,1,1,1,13,1,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,2,7,1
13000296,1,2,2,48,1,1,1, , , , , ,4,4, ,1,1,198907,1,5,3,6,7,
13000297,1,1,1,25,1,1,1, , , , , ,4,4, ,1,1,201106,1,5,2,6,7,1
13000297,1,2,2,24,2,1,3, , , , , ,3,2,2,7,3,      ,0,6,3,2,7,
13000299,1,1,1,57,1,1,1, , , , , ,4,4, ,1,1,198003,1,5,3,6,7,1
13000299,2,2,2,39,1,1,1, , , , , ,3,3,2,1,1,199805,1,5,3,6,7,
13000300,1,1,1,20,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,3,7,1
13000300,1,2,2,62,1,1,1, , , , , ,4,4, ,1,1,198207,1,5,3,6,7,
13000301,1,1,1,          , ,  ,1, , , , , ,4,4, ,7,3,      ,0,6,3,6,7,1
13000301,1,2,2,45,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
13000302,1,1,1,27,2,1,1, , , , , ,1,1,1,1,1,200808,1,6,3,6,7,1
13000302,2,2,2,50,2,1,1, , , , , ,3,3,2,1,1,200902,1,5,3,6,7,
13000302,2,4,2,25,2,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
13000302,2,5,2,7,2,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
13000302,3,3,2,24,1,1,1, , , , , ,4,4, ,1,1,201201,1,5,3,6,7,
13000303,1,1,1,33,1,1,1, , , , , ,2,2,2,3,1,200209,1,5,2,6,7,1
13000305,1,1,1,39,1,1,1, , , , , ,3,3,1,1,1,200501,1,5,2,6,7,1
13000305,2,2,2,53,1,1,1, , , , , ,4,4, ,7,1,201601,1,5,3,6,7,
13000306,1,1,1,33,1,1,1, , , , , ,4,4, ,1,1,200305,1,5,2,6,7,1
13000306,2,2,2,28,1,1,1, , , , , ,3,3,2,1,1,201001,1,5,2,6,7,
13000306,2,3,2,28,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
13000307,1,1,1,106,1,1,3, , , , , ,3,2,2,7,3,      ,0,6,3,3,7,1
13000307,1,2,2,33,1,1,1, , , , , ,4,4, ,1,1,200504,1,5,2,6,7,
13000308,1,1,1,65,1,1,1, , , , , ,4,4, ,1,1,197201,1,5,3,6,7,1
13000308,1,11,2,14,2,1,22, , , , , ,2,2,2,1,3,      ,0,6,3,6,7,
13000308,2,2,2,39,2,1,1, , , , , ,4,4, ,1,1,199801,1,5,3,6,7,
13000308,2,7,2,11,2,1,22, , , , , ,3,3,2,5,3,      ,0,6,3,6,7,
13000308,2,8,2,13,2,1,22, , , , , ,3,3,2,5,3,      ,0,6,3,6,7,
13000308,2,9,2,3,2,1,22, , , , , ,3,3,2,5,3,      ,0,6,3,6,7,
13000308,2,10,2,8,2,1,22, , , , , ,3,3,2,5,3,      ,0,6,3,6,7,
13000308,3,3,2,38,1,1,1, , , , , ,4,4, ,1,1,200001,1,5,3,6,7,
13000308,4,6,2,58,2,1,1, , , , , ,4,4, ,1,1,200001,1,5,3,6,7,
13000308,5,4,2,49,2,1,1, , , , , ,4,4, ,1,1,200001,1,5,3,6,7,
13000308,6,5,2,28,1,1,1, , , , , ,4,4, ,1,1,200001,1,5,3,6,7,
13000309,1,1,1,39,1,1,1, , , , , ,4,4, ,1,1,199507,1,5,3,6,7,1
13000309,2,2,2,59,1,1,1, , , , , ,4,4, ,1,1,197908,1,5,3,6,7,
13000309,2,3,2,79,2,1,21, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
13000310,1,2,2,60,1,1,1, , , , , ,3,3,2,1,1,197403,1,5,2,6,7,
13000310,2,1,1,24,1,1,1, , , , , ,4,4, ,1,1,201510,1,5,2,6,7,1
13000311,1,1,1,26,1,1,1, , , , , ,4,4, ,1,1,201001,1,5,2,6,7,1
13000311,2,2,2,46,2,1,1, , , , , ,3,2,2,1,1,199003,1,5,2,6,7,
13000312,1,1,1,24,1,1,1, , , , , ,4,4, ,1,1,201010,1,5,2,6,7,1
13000312,2,2,2,41,1,1,1, , , , , ,3,3,2,1,1,199111,1,5,2,6,7,
13000312,2,3,2,21,2,7,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
13000313,1,1,1,50,1,1,1, , , , , ,4,4, ,1,1,199005,1,5,2,6,7,1
13000313,1,2,2,45,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
13000316,1,1,1,53,1,1,1, , , , , ,4,4, ,1,1,198508,1,3,1,6,7,1
13000316,2,2,2,42,1,1,1, , , , , ,3,3,1,1,1,199504,1,5,3,6,7,
13000320,1,1,1,36,1,1,1, , , , , ,4,4, ,1,1,201609,1,5,3,6,7,1
13000320,2,2,2,55,1,1,1, , , , , ,4,4, ,1,1,201603,1,5,3,6,7,
13000320,2,3,2,61,2,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
13000321,1,1,1,83,1,1,1, , , , , ,4,4, ,1,1,199905,1,5,2,6,7,1
13000321,1,2,2,72,2,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,2,7,
13000322,1,1,1,63,1,1,1, , , , , ,4,4, ,1,1,197107,1,5,3,6,7,1
13000322,3,3,2,26,2,1,1, , , , , ,3,3,2,1,1,201107,1,5,3,6,7,
13000323,1,1,1,42,2,1,1, , , , , ,4,4, ,1,1,199703,1,5,2,6,7,1
13000323,2,2,2,38,2,1,1, , , , , ,4,4, ,1,1,199710,1,5,2,6,7,
13000323,2,3,2,11,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
13000324,1,1,1,16,1,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,2,7,1
13000324,1,2,2,57,1,1,1, , , , , ,4,4, ,1,1,198008,1,5,2,6,7,
13000326,1,1,1,24,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,3,7,1
13000327,1,1,1,22,1,1,1, , , , , ,3,3,2,1,1,201308,1,5,2,6,7,1
13000327,2,2,2,29,1,1,1, , , , , ,4,4, ,1,1,201010,1,5,2,6,7,
13000329,1,1,1,42,1,1,1, , , , , ,4,4, ,1,2,      ,0,1,3,6,7,1
13000329,2,2,2,40,1,1,1, , , , , ,4,4, ,1,1,199809,1,5,3,6,7,
13000329,2,3,2,31,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
13000331,1,1,1,38,1,1,1, , , , , ,4,4, ,1,1,199609,1,5,3,6,7,1
13000331,1,2,2,77,2,1,3, , , , , ,3,2,2,7,3,      ,0,6,3,2,7,
13000333,1,1,1,          , ,  ,3, , , , , ,4,4, ,7,3,      ,0,6,3,2,7,1
13000333,1,2,2,58,2,1,21, , , , , ,2,2,2,7,3,      ,0,6,3,6,7,
13000335,1,1,1,37,1,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,4,7,1
13000335,1,2,2,38,1,1,1, , , , , ,4,4, ,7,1,200606,1,5,3,6,7,
13000336,1,1,1,38,2,1,1, , , , , ,3,3,2,1,1,199706,1,5,3,6,7,1
13000336,2,3,2,42,1,1,1, , , , , ,4,4, ,1,1,200710,1,5,3,6,7,
13000336,3,2,2,39,1,1,1, , , , , ,3,3,2,1,1,199806,1,5,3,6,7,
13000336,3,4,2,41,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,5,7,
13000337,1,1,1,24,1,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,3,7,1
13000338,1,1,1,31,1,1,1, , , , , ,4,4, ,1,1,200311,1,5,3,6,7,1
13000338,2,2,2,39,1,1,1, , , , , ,4,4, ,1,1,200002,1,5,3,6,7,
13000338,2,3,2,41,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
13000341,1,1,1,41,1,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,3,7,1
13000341,1,2,2,35,1,1,1, , , , , ,4,4, ,1,1,201411,1,5,2,6,7,
13000344,1,1,1,21,2,1,1, , , , , ,3,3,2,1,1,201604,1,5,2,6,7,1
13000344,2,2,2,41,1,1,1, , , , , ,4,4, ,1,2,      ,0,5,2,6,7,
13000346,1,1,1,18,1,1,1, , , , , ,4,4, ,1,1,201701,1,5,2,6,7,1
13000346,1,2,2,19,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
13000348,2,1,1,70,1,1,1, , , , , ,4,4, ,1,1,197209,1,5,3,6,7,1
13000348,2,2,2,48,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
13000349,1,1,1,58,1,1,1, , , , , ,4,4, ,1,1,197905,1,5,2,6,7,1
13000349,2,2,2,24,1,1,1, , , , , ,3,3,2,1,1,201103,1,5,2,6,7,
13000349,3,3,2,30,1,1,1, , , , , ,4,4, ,1,1,200907,1,5,2,6,7,
13000349,3,4,2,32,1,1,21, , , , , ,3,3,1,1,3,      ,0,6,3,6,7,
13000350,1,1,1,49,1,1,1, , , , , ,4,4, ,1,1,199604,1,5,2,6,7,1
13000350,1,2,2,35,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
13000351,1,1,1,47,2,1,1, , , , , ,4,4, ,1,1,199006,1,5,3,6,7,1
13000351,2,2,2,39,1,1,1, , , , , ,3,3,2,1,1,200302,1,5,3,6,7,
13000352,1,1,1,16,2,1,3, , , , , ,3,2,2,7,3,      ,0,6,3,3,7,1
13000353,1,1,1,26,2,1,1, , , , , ,4,4, ,1,1,201508,1,5,2,6,7,1
13000353,2,2,2,64,1,1,1, , , , , ,3,3,2,1,1,197902,1,5,2,6,7,
13000353,2,3,2,62,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
13000353,3,4,2,51,1,1,1, , , , , ,4,4, ,1,1,198306,1,5,2,6,7,
13000353,3,5,2,70,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
13000356,1,1,1,28,2,8,1, , , , , ,4,4, ,1,1,201011,1,5,3,6,7,1
13000356,2,2,2,58,2,1,1, , , , , ,3,3,2,1,1,197707,1,5,3,6,7,
13000357,1,1,1,42,1,1,1, , , , , ,4,4, ,1,1,199506,1,5,2,6,7,1
13000357,2,2,2,46,2,1,1, , , , , ,3,3,2,1,1,198812,1,5,2,6,7,
13000358,1,1,1,55,1,1,1, , , , , ,4,4, ,7,1,199909,1,5,2,6,7,1
13000358,1,2,2,73,2,1,22, , , , , ,3,3,1,7,3,      ,0,5,2,6,7,
13000358,1,3,2,80,2,1,22, , , , , ,3,3,2,7,3,      ,0,5,2,6,7,
13000359,1,1,1,          , ,  ,1, , , , , ,4,4, , , ,      ,0, , ,6,7,1
13000359,1,2,2,15,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
13000360,1,1,1,18,1,1,1, , , , , ,4,4, ,1,2,      ,0,5,2,6,7,1
13000360,2,2,2,69,1,1,1, , , , , ,2,2,2,1,1,196810,1,5,2,6,7,
13000362,1,1,1,24,1,1,1, , , , , ,4,4, ,1,1,201104,1,5,2,6,7,1
13000362,2,2,2,35,1,1,1, , , , , ,2,2,2,3,1,200408,1,5,2,6,7,
13000365,1,1,1,          , ,  ,1, , , , , ,4,4, ,1,3,      ,0,6,3,6,7,1
13000365,1,2,2,11,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
13000366,1,1,1,44,1,1,1, , , , , ,4,4, ,1,2,      ,0,5,3,6,7,1
13000366,2,2,2,41,1,1,1, , , , , ,3,3,2,1,1,199604,1,5,3,6,7,
13000366,3,3,2,35,2,1,1, , , , , ,3,3,2,1,1,200610,1,5,3,6,7,
13000367,1,1,1,37,1,1,1, , , , , ,3,3,2,1,2,      ,0,3,3,6,7,1
13000367,2,2,2,41,1,1,1, , , , , ,3,3,1,3,1,201407,1,5,3,6,7,
13000370,1,1,1,23,1,27,1, , , , , ,4,4, ,1,1,201308,1,5,3,6,7,1
13000370,1,3,2,21,2,27,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
13000370,2,2,2,53,1,27,1, , , , , ,4,4, ,1,1,198405,1,5,3,6,7,
13000371,1,1,1,82,1,1,1, , , , , ,3,3,2,1,1,201708,1,5,2,6,7,1
13000372,1,1,1,37,2,1,1, , , , , ,4,4, ,1,1,200306,1,5,3,6,7,1
13000372,2,2,2,49,2,1,1, , , , , ,3,3,2,1,1,199212,1,5,3,6,7,
13000376,1,1,1,41,1,1,1, , , , , ,4,4, ,1,1,200911,1,5,3,6,7,1
13000376,2,2,2,56,2,1,1, , , , , ,3,3,2,1,3,      ,0,5,3,6,7,
13000377,1,1,1,59,1,1,1, , , , , ,4,4, ,1,1,198406,1,5,2,6,7,1
13000377,1,3,2,77,1,1,21, , , , , ,3,2,2,1,3,      ,0,6,3,6,7,
13000377,2,2,2,70,1,1,1, , , , , ,4,4, ,1,1,197604,1,5,2,6,7,
13000379,1,1,1,16,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,3,7,1
13000379,1,2,2,63,1,1,1, , , , , ,4,4, ,1,1,198311,1,5,2,6,7,
13000380,1,1,1,78,1,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,3,7,1
13000383,1,1,1,35,1,1,1, , , , , ,4,4, ,1,1,201108,1,5,2,6,7,1
13000383,1,2,2,56,1,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,2,7,
13000384,1,1,1,35,1,1,1, , , , , ,2,2,2,1,1,200505,1,5,3,6,7,1
13000384,2,2,2,60,2,1,1, , , , , ,3,3,2,1,1,198611,1,5,3,6,7,
13000384,3,3,2,36,1,1,1, , , , , ,4,4, ,1,1,200301,1,5,3,6,7,
13000385,1,1,1,34,1,1,1, , , , , ,4,4, ,1,1,200604,1,5,3,6,7,1
13000385,1,4,2,33,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
13000385,2,2,2,47,1,1,1, , , , , ,4,4, ,1,1,199805,1,5,3,6,7,
13000385,3,3,2,59,1,1,1, , , , , ,4,4, ,1,1,197804,1,5,3,6,7,
13000386,1,1,1,41,1,1,1, , , , , ,4,4, ,1,1,201504,1,5,2,6,7,1
13000386,1,2,2,52,2,1,3, , , , , ,3,2,2,7,3,      ,0,6,3,2,7,
13000388,1,1,1,49,1,1,1, , , , , ,4,4, ,1,1,198704,1,5,2,6,7,1
13000388,1,2,2,85,2,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,3,7,
13000390,1,1,1,44,1,1,1, , , , , ,4,4, ,1,1,199505,1,5,3,6,7,1
13000390,2,2,2,21,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,
13000392,1,1,1,66,1,1,1, , , , , ,4,4, ,7,1,197602,1,5,3,6,7,1
13000392,2,2,2,58,2,1,1, , , , , ,3,3,2,1,1,198610,1,5,3,6,7,
13000393,1,1,1,22,2,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,3,7,1
13000394,1,1,1,46,1,1,1, , , , , ,4,4, ,1,1,199003,1,5,2,6,7,1
13000394,1,2,2,65,2,1,3, , , , , ,3,2,2,7,3,      ,0,6,3,3,7,
13000395,1,1,1,58,2,1,1, , , , , ,4,4, ,1,1,201702,1,5,3,6,7,1
13000395,2,2,2,66,1,1,1, , , , , ,2,2,2,3,1,198605,1,5,3,6,7,
13000396,1,1,1,86,1,1,1, , , , , ,3,3,2,1,1,197601,1,5,3,6,7,1
13000397,1,1,1,75,1,1,1, , , , , ,4,4, ,1,1,196001,1,5,2,6,7,1
13000397,1,2,2,43,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
13000398,1,1,1,45,2,1,1, , , , , ,4,4, ,1,1,200104,1,5,2,6,7,1
13000398,1,2,2,36,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
13000399,1,1,1,76,1,1,1, , , , , ,4,4, ,1,1,196704,1,5,2,6,7,1
13000399,1,2,2,60,1,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,2,7,
13000400,1,1,1,63,2,1,1, , , , , ,2,2,2,1,1,197905,1,5,3,6,7,1
13000400,2,2,2,43,1,1,1, , , , , ,4,4, ,1,1,199907,1,5,3,6,7,
13000401,1,1,1,20,1,1,3, , , , , ,3,3,1,7,3,      ,0,6,3,3,7,1
13000401,1,2,2,34,2,1,1, , , , , ,4,4, ,1,1,200205,1,5,3,6,7,
13000403,1,1,1,30,1,1,1, , , , , ,4,4, ,1,1,200612,1,5,2,6,7,1
13000403,1,2,2,23,2,1,21, , , , , ,3,3,2,2,3,      ,0,6,3,6,7,
13000405,1,1,1,43,2,1,1, , , , , ,3,2,2,1,1,199004,1,5,3,6,7,1
13000405,2,2,2,36,1,1,1, , , , , ,4,4, ,1,1,200409,1,5,3,6,7,
13000406,1,1,1,30,2,1,1, , , , , ,4,4, ,1,1,200806,1,5,2,6,7,1
13000406,1,3,2,27,2,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
13000406,2,4,2,28,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
13000407,1,1,1,78,2,1,1, , , , , ,4,4, ,1,1,201005,1,5,3,6,7,1
13000407,2,2,2,21,2,1,1, , , , , ,3,3,2,2,1,201404,1,5,3,6,7,
13000407,2,3,2,39,2,1,21, , , , , ,3,3,2,2,3,      ,0,6,3,6,7,
13000408,1,1,1,48,1,1,1, , , , , ,4,4, ,1,1,198709,1,5,2,6,7,1
13000408,4,4,2,52,2,27,1, , , , , ,3,3,2,1,1,199409,1,5,2,6,7,
13000409,1,1,1,74,1,1,1, , , , , ,4,4, ,1,1,198012,1,5,3,6,7,1
13000409,1,2,2,78,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
13000409,2,3,2,14,1,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
13000411,1,1,1,46,1,1,1, , , , , ,2,2,2,2,1,199107,1,5,2,6,7,1
13000412,1,1,1,41,2,1,1, , , , , ,3,3,2,1,1,199404,1,5,2,6,7,1
13000413,1,1,1,55,1,1,1, , , , , ,4,4, ,7,1,198512,1,5,3,6,7,1
13000413,1,2,2,3,1,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
13000415,1,1,1,          , ,  ,1, , , , , ,4,4, ,1,3,      ,0,6,3,6,7,1
13000415,1,2,2,17,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
13000416,1,1,1,57,1,1,1, , , , , ,4,4, ,1,1,198207,1,5,2,6,7,1
13000416,1,2,2,10,1,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,2,7,
13000417,1,1,1,74,1,1,1, , , , , ,3,3,2,1,1,196103,1,5,2,6,7,1
13000417,1,2,2,72,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
13000418,1,1,1,83,2,1,1, , , , , ,3,3,2,1,1,200602,1,5,3,6,7,1
13000419,1,1,1,54,1,1,1, , , , , ,4,4, ,1,1,198403,1,5,2,6,7,1
13000419,1,2,2,50,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
13000420,1,1,1,66,1,1,1, , , , , ,4,4, ,1,1,196909,1,5,2,6,7,1
13000420,1,2,2,51,1,1,3, , , , , ,3,2,2,7,3,      ,0,6,3,2,7,
13000421,1,1,1,46,1,1,1, , , , , ,2,2,2,3,1,200008,1,6,3,6,7,1
13000424,1,1,1,35,1,1,1, , , , , ,4,4, ,1,1,201408,1,5,2,6,7,1
